Method,Datatype,Use,Feature Selection Value,Feature Selection Rule,Winloss,Fold,TP0,TP0.5,TP1,TP2,TP3,Coef1,Coef2,P1,V1,P2,V2,P3,V3,P4,V4,P5,V5,P6,V6,P7,V7,P8,V8,P9,V9,P10,V10,P11,V11,P12,V12,P13,V13,P14,V14,P15,V15,P16,V16,P17,V17,P18,V18,P19,V19,P20,V20
LR(PCA),N,BT,0.2,1,Out,1,0.96293535,,0.082969432,0.19650655,0.379912664,0.184560439,,Jackson Macrae,42,Clayton Oliver,41,Oliver Wines,39,Rory Laird,36,Darcy Parish,35,Tom Mitchell,34,Touk Miller,34,Christian Petracca,32,Jack Steele,31,Jarryd Lyons,29,Cameron Guthrie,28,Travis Boak,24,Sam Walsh,24,Marcus Bontempelli,24,Zachary Merrett,23,Callum Mills,21,Ben Keays,20,Jacob Hopper,20,Jy Simpkin,20,Taylor Adams,18
LR(PCA),N,BT,0.3,1,Out,1,0.963467888,,0.096069869,0.170305677,0.406113537,0.196766112,,Clayton Oliver,42,Rory Laird,37,Jackson Macrae,37,Oliver Wines,34,Darcy Parish,34,Jack Steele,32,Jarryd Lyons,31,Christian Petracca,30,Touk Miller,29,Cameron Guthrie,29,Travis Boak,27,Sam Walsh,25,Tom Mitchell,24,Callum Mills,21,Zachary Merrett,20,Joel Selwood,20,Luke Parker,20,Taylor Adams,19,David Mundy,19,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,1,Out,2,0.964106934,,0.144104803,0.200873362,0.35371179,0.181916583,,Jackson Macrae,42,Clayton Oliver,41,Oliver Wines,39,Rory Laird,36,Darcy Parish,35,Tom Mitchell,34,Touk Miller,33,Christian Petracca,32,Jack Steele,31,Jarryd Lyons,29,Cameron Guthrie,28,Marcus Bontempelli,25,Travis Boak,24,Sam Walsh,24,Zachary Merrett,23,Callum Mills,21,Ben Keays,20,Jacob Hopper,20,Jy Simpkin,20,Taylor Adams,18
LR(PCA),N,BT,0.3,1,Out,2,0.964852487,,0.113537118,0.170305677,0.35371179,0.194437761,,Clayton Oliver,42,Rory Laird,37,Jackson Macrae,37,Oliver Wines,34,Darcy Parish,34,Jack Steele,32,Jarryd Lyons,31,Christian Petracca,30,Touk Miller,29,Cameron Guthrie,29,Travis Boak,27,Sam Walsh,25,Tom Mitchell,24,Callum Mills,21,Zachary Merrett,20,Joel Selwood,20,Luke Parker,20,Taylor Adams,19,David Mundy,19,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,1,Out,3,0.962986735,,0.118421053,0.184210526,0.324561404,0.185858454,,Jackson Macrae,42,Clayton Oliver,41,Oliver Wines,39,Rory Laird,36,Darcy Parish,35,Tom Mitchell,34,Touk Miller,33,Christian Petracca,32,Jack Steele,31,Jarryd Lyons,29,Cameron Guthrie,28,Marcus Bontempelli,25,Travis Boak,24,Sam Walsh,24,Zachary Merrett,23,Callum Mills,21,Ben Keays,20,Jacob Hopper,20,Jy Simpkin,20,Taylor Adams,18
LR(PCA),N,BT,0.3,1,Out,3,0.964484382,,0.122807018,0.219298246,0.377192982,0.197837435,,Clayton Oliver,42,Rory Laird,37,Jackson Macrae,37,Oliver Wines,34,Darcy Parish,34,Jack Steele,32,Jarryd Lyons,31,Christian Petracca,30,Touk Miller,29,Cameron Guthrie,29,Travis Boak,27,Sam Walsh,25,Tom Mitchell,24,Callum Mills,21,Zachary Merrett,20,Joel Selwood,20,Luke Parker,20,Taylor Adams,19,David Mundy,19,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,1,Out,4,0.964912281,,0.118421053,0.114035088,0.333333333,0.182710075,,Jackson Macrae,42,Clayton Oliver,41,Oliver Wines,39,Rory Laird,36,Darcy Parish,35,Tom Mitchell,34,Touk Miller,34,Christian Petracca,32,Jack Steele,31,Jarryd Lyons,29,Cameron Guthrie,28,Travis Boak,24,Sam Walsh,24,Marcus Bontempelli,24,Zachary Merrett,23,Callum Mills,21,Ben Keays,20,Jacob Hopper,20,Jy Simpkin,20,Taylor Adams,18
LR(PCA),N,BT,0.3,1,Out,4,0.964591356,,0.122807018,0.144736842,0.372807018,0.194777396,,Clayton Oliver,42,Rory Laird,37,Jackson Macrae,37,Oliver Wines,34,Darcy Parish,34,Jack Steele,32,Jarryd Lyons,30,Christian Petracca,30,Touk Miller,29,Cameron Guthrie,29,Travis Boak,27,Sam Walsh,25,Tom Mitchell,24,Callum Mills,22,Zachary Merrett,20,Joel Selwood,20,Luke Parker,20,Taylor Adams,19,David Mundy,19,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,1,Out,5,0.964056483,,0.100877193,0.206140351,0.390350877,0.181772171,,Jackson Macrae,42,Clayton Oliver,41,Oliver Wines,39,Rory Laird,36,Darcy Parish,35,Tom Mitchell,34,Touk Miller,34,Christian Petracca,32,Jack Steele,31,Jarryd Lyons,29,Cameron Guthrie,28,Travis Boak,24,Sam Walsh,24,Marcus Bontempelli,24,Zachary Merrett,23,Callum Mills,21,Ben Keays,20,Jacob Hopper,20,Jy Simpkin,20,Taylor Adams,18
LR(PCA),N,BT,0.3,1,Out,5,0.964698331,,0.100877193,0.179824561,0.399122807,0.194534011,,Clayton Oliver,42,Rory Laird,37,Jackson Macrae,37,Oliver Wines,34,Darcy Parish,34,Jack Steele,32,Jarryd Lyons,30,Christian Petracca,30,Touk Miller,29,Cameron Guthrie,29,Travis Boak,27,Sam Walsh,25,Tom Mitchell,24,Callum Mills,22,Zachary Merrett,20,Joel Selwood,20,Luke Parker,20,Taylor Adams,19,David Mundy,19,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,In,1,0.963893918,,0.126637555,0.187772926,0.410480349,0.185579566,,Jackson Macrae,41,Oliver Wines,39,Clayton Oliver,38,Darcy Parish,35,Rory Laird,32,Tom Mitchell,32,Touk Miller,32,Christian Petracca,31,Jack Steele,29,Cameron Guthrie,29,Marcus Bontempelli,27,Jarryd Lyons,26,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,21,Luke Parker,20,Taylor Adams,19,Jy Simpkin,18
LR(PCA),N,BT,0.3,2,In,1,0.963893918,,0.091703057,0.15720524,0.3930131,0.198037117,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,29,Travis Boak,27,Cameron Guthrie,26,Tom Mitchell,25,Sam Walsh,25,Joel Selwood,23,Callum Mills,22,David Mundy,21,Luke Parker,20,Dayne Zorko,18,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,In,2,0.964958995,,0.152838428,0.161572052,0.366812227,0.182488116,,Jackson Macrae,42,Oliver Wines,40,Clayton Oliver,39,Darcy Parish,35,Touk Miller,34,Rory Laird,33,Tom Mitchell,32,Christian Petracca,31,Jack Steele,29,Cameron Guthrie,29,Jarryd Lyons,28,Marcus Bontempelli,27,Sam Walsh,25,Zachary Merrett,24,Travis Boak,23,Callum Mills,22,Ben Keays,20,Luke Parker,20,Taylor Adams,19,Joel Selwood,19
LR(PCA),N,BT,0.3,2,In,2,0.964532964,,0.113537118,0.192139738,0.35371179,0.195843046,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,28,Travis Boak,27,Tom Mitchell,25,Cameron Guthrie,25,Sam Walsh,24,Joel Selwood,23,Callum Mills,22,David Mundy,21,Luke Parker,20,Dayne Zorko,19,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,In,3,0.964056483,,0.100877193,0.166666667,0.364035088,0.186723211,,Jackson Macrae,41,Oliver Wines,39,Clayton Oliver,38,Darcy Parish,35,Rory Laird,33,Touk Miller,33,Tom Mitchell,32,Christian Petracca,31,Jack Steele,29,Cameron Guthrie,29,Jarryd Lyons,27,Marcus Bontempelli,27,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,20,Luke Parker,20,Taylor Adams,19,Joel Selwood,18
LR(PCA),N,BT,0.3,2,In,3,0.964912281,,0.140350877,0.210526316,0.377192982,0.198732268,,Clayton Oliver,42,Jackson Macrae,36,Rory Laird,34,Darcy Parish,34,Oliver Wines,32,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,28,Touk Miller,28,Travis Boak,27,Cameron Guthrie,27,Tom Mitchell,26,Sam Walsh,25,Joel Selwood,23,Callum Mills,22,David Mundy,20,Luke Parker,20,Dayne Zorko,18,Taylor Adams,18,Zachary Merrett,18
LR(PCA),N,BT,0.2,2,In,4,0.964805306,,0.153508772,0.118421053,0.355263158,0.183869793,,Jackson Macrae,41,Oliver Wines,40,Clayton Oliver,37,Darcy Parish,35,Tom Mitchell,32,Christian Petracca,32,Touk Miller,32,Rory Laird,30,Jack Steele,29,Cameron Guthrie,29,Marcus Bontempelli,27,Jarryd Lyons,25,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,21,Luke Parker,20,Taylor Adams,19,Jy Simpkin,18
LR(PCA),N,BT,0.3,2,In,4,0.965661104,,0.153508772,0.144736842,0.390350877,0.196204716,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,28,Travis Boak,27,Tom Mitchell,25,Sam Walsh,25,Cameron Guthrie,25,Joel Selwood,23,Callum Mills,22,David Mundy,20,Luke Parker,20,Dayne Zorko,18,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,In,5,0.965019255,,0.114035088,0.206140351,0.390350877,0.182947469,,Jackson Macrae,40,Oliver Wines,40,Clayton Oliver,37,Darcy Parish,35,Christian Petracca,32,Touk Miller,32,Tom Mitchell,31,Rory Laird,30,Jack Steele,29,Cameron Guthrie,29,Marcus Bontempelli,27,Jarryd Lyons,25,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,21,Luke Parker,20,Taylor Adams,19,Jy Simpkin,18
LR(PCA),N,BT,0.3,2,In,5,0.964484382,,0.105263158,0.149122807,0.385964912,0.195910117,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,29,Travis Boak,27,Tom Mitchell,25,Sam Walsh,25,Cameron Guthrie,25,Joel Selwood,23,Callum Mills,22,David Mundy,20,Luke Parker,20,Dayne Zorko,18,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,Out,1,0.963893918,,0.126637555,0.187772926,0.410480349,0.185579566,,Jackson Macrae,41,Oliver Wines,39,Clayton Oliver,38,Darcy Parish,35,Rory Laird,32,Tom Mitchell,32,Touk Miller,32,Christian Petracca,31,Jack Steele,29,Cameron Guthrie,29,Marcus Bontempelli,27,Jarryd Lyons,26,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,21,Luke Parker,20,Taylor Adams,19,Jy Simpkin,18
LR(PCA),N,BT,0.3,2,Out,1,0.963893918,,0.091703057,0.15720524,0.3930131,0.198037117,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,29,Travis Boak,27,Cameron Guthrie,26,Tom Mitchell,25,Sam Walsh,25,Joel Selwood,23,Callum Mills,22,David Mundy,21,Luke Parker,20,Dayne Zorko,18,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,Out,2,0.964958995,,0.152838428,0.161572052,0.366812227,0.182488116,,Jackson Macrae,42,Oliver Wines,40,Clayton Oliver,39,Darcy Parish,35,Touk Miller,34,Rory Laird,33,Tom Mitchell,32,Christian Petracca,31,Jack Steele,29,Cameron Guthrie,29,Jarryd Lyons,28,Marcus Bontempelli,27,Sam Walsh,25,Zachary Merrett,24,Travis Boak,23,Callum Mills,22,Ben Keays,20,Luke Parker,20,Taylor Adams,19,Joel Selwood,19
LR(PCA),N,BT,0.3,2,Out,2,0.964532964,,0.113537118,0.192139738,0.35371179,0.195843046,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,28,Travis Boak,27,Tom Mitchell,25,Cameron Guthrie,25,Sam Walsh,24,Joel Selwood,23,Callum Mills,22,David Mundy,21,Luke Parker,20,Dayne Zorko,19,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,Out,3,0.964056483,,0.100877193,0.166666667,0.364035088,0.186723211,,Jackson Macrae,41,Oliver Wines,39,Clayton Oliver,38,Darcy Parish,35,Rory Laird,33,Touk Miller,33,Tom Mitchell,32,Christian Petracca,31,Jack Steele,29,Cameron Guthrie,29,Jarryd Lyons,27,Marcus Bontempelli,27,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,20,Luke Parker,20,Taylor Adams,19,Joel Selwood,18
LR(PCA),N,BT,0.3,2,Out,3,0.964912281,,0.140350877,0.210526316,0.377192982,0.198732268,,Clayton Oliver,42,Jackson Macrae,36,Rory Laird,34,Darcy Parish,34,Oliver Wines,32,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,28,Touk Miller,28,Travis Boak,27,Cameron Guthrie,27,Tom Mitchell,26,Sam Walsh,25,Joel Selwood,23,Callum Mills,22,David Mundy,20,Luke Parker,20,Dayne Zorko,18,Taylor Adams,18,Zachary Merrett,18
LR(PCA),N,BT,0.2,2,Out,4,0.964805306,,0.153508772,0.118421053,0.355263158,0.183869793,,Jackson Macrae,41,Oliver Wines,40,Clayton Oliver,37,Darcy Parish,35,Tom Mitchell,32,Christian Petracca,32,Touk Miller,32,Rory Laird,30,Jack Steele,29,Cameron Guthrie,29,Marcus Bontempelli,27,Jarryd Lyons,25,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,21,Luke Parker,20,Taylor Adams,19,Jy Simpkin,18
LR(PCA),N,BT,0.3,2,Out,4,0.965661104,,0.153508772,0.144736842,0.390350877,0.196204716,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,28,Travis Boak,27,Tom Mitchell,25,Sam Walsh,25,Cameron Guthrie,25,Joel Selwood,23,Callum Mills,22,David Mundy,20,Luke Parker,20,Dayne Zorko,18,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,2,Out,5,0.965019255,,0.114035088,0.206140351,0.390350877,0.182947469,,Jackson Macrae,40,Oliver Wines,40,Clayton Oliver,37,Darcy Parish,35,Christian Petracca,32,Touk Miller,32,Tom Mitchell,31,Rory Laird,30,Jack Steele,29,Cameron Guthrie,29,Marcus Bontempelli,27,Jarryd Lyons,25,Sam Walsh,25,Zachary Merrett,25,Travis Boak,24,Callum Mills,23,Ben Keays,21,Luke Parker,20,Taylor Adams,19,Jy Simpkin,18
LR(PCA),N,BT,0.3,2,Out,5,0.964484382,,0.105263158,0.149122807,0.385964912,0.195910117,,Clayton Oliver,42,Darcy Parish,34,Jackson Macrae,34,Rory Laird,33,Oliver Wines,31,Jack Steele,31,Christian Petracca,30,Jarryd Lyons,29,Touk Miller,29,Travis Boak,27,Tom Mitchell,25,Sam Walsh,25,Cameron Guthrie,25,Joel Selwood,23,Callum Mills,22,David Mundy,20,Luke Parker,20,Dayne Zorko,18,Zachary Merrett,18,Marcus Bontempelli,18
LR(PCA),N,BT,0.2,3,In,1,0.966876132,,0.113537118,0.152838428,0.419213974,0.208817221,,Clayton Oliver,41,Christian Petracca,39,Oliver Wines,37,Darcy Parish,34,Jack Steele,31,Marcus Bontempelli,29,Rory Laird,28,Touk Miller,27,Jarryd Lyons,26,Travis Boak,25,Cameron Guthrie,24,Jackson Macrae,23,Sam Walsh,22,Callum Mills,21,Dayne Zorko,21,David Mundy,21,Ben Keays,19,Luke Parker,19,Thomas Liberatore,18,Tom Mitchell,18
LR(PCA),N,BT,0.3,3,In,1,0.963680903,,0.109170306,0.15720524,0.397379913,0.198719048,,Clayton Oliver,44,Rory Laird,34,Darcy Parish,34,Travis Boak,32,Christian Petracca,32,Jackson Macrae,32,Jarryd Lyons,31,Oliver Wines,30,Jack Steele,30,Touk Miller,27,Cameron Guthrie,25,Sam Walsh,24,Tom Mitchell,23,David Mundy,22,Joel Selwood,21,Luke Parker,21,Callum Mills,20,Dayne Zorko,19,Marcus Bontempelli,19,Jacob Hopper,19
LR(PCA),N,BT,0.2,3,In,2,0.966237086,,0.139737991,0.187772926,0.397379913,0.207729956,,Clayton Oliver,40,Christian Petracca,40,Oliver Wines,36,Darcy Parish,35,Jack Steele,31,Jarryd Lyons,29,Marcus Bontempelli,29,Rory Laird,28,Touk Miller,26,Travis Boak,25,Dayne Zorko,23,Jackson Macrae,23,Sam Walsh,22,Cameron Guthrie,22,David Mundy,21,Callum Mills,20,Luke Parker,20,Ben Keays,19,Thomas Liberatore,19,Tom Mitchell,18
LR(PCA),N,BT,0.3,3,In,2,0.963574396,,0.109170306,0.19650655,0.340611354,0.197179747,,Clayton Oliver,45,Rory Laird,34,Darcy Parish,34,Christian Petracca,33,Jarryd Lyons,32,Oliver Wines,31,Jackson Macrae,30,Jack Steele,30,Travis Boak,29,Touk Miller,28,Cameron Guthrie,25,Sam Walsh,24,Tom Mitchell,23,David Mundy,22,Callum Mills,21,Joel Selwood,21,Luke Parker,21,Jacob Hopper,19,Thomas Liberatore,18,Dayne Zorko,18
LR(PCA),N,BT,0.2,3,In,3,0.965768079,,0.135964912,0.223684211,0.399122807,0.20882815,,Clayton Oliver,40,Christian Petracca,39,Oliver Wines,36,Darcy Parish,35,Jack Steele,31,Jarryd Lyons,30,Marcus Bontempelli,29,Rory Laird,28,Touk Miller,27,Travis Boak,26,Jackson Macrae,23,Cameron Guthrie,23,Dayne Zorko,22,Sam Walsh,22,David Mundy,21,Ben Keays,20,Callum Mills,20,Thomas Liberatore,20,Luke Parker,20,Tom Mitchell,19
LR(PCA),N,BT,0.3,3,In,3,0.963521609,,0.122807018,0.201754386,0.355263158,0.20008333,,Clayton Oliver,45,Rory Laird,34,Darcy Parish,34,Christian Petracca,33,Jarryd Lyons,32,Oliver Wines,32,Jackson Macrae,31,Jack Steele,31,Touk Miller,30,Travis Boak,28,Cameron Guthrie,25,Sam Walsh,24,Tom Mitchell,23,Luke Parker,22,Callum Mills,21,David Mundy,21,Joel Selwood,21,Thomas Liberatore,19,Marcus Bontempelli,19,Jacob Hopper,19
LR(PCA),N,BT,0.2,3,In,4,0.967158751,,0.144736842,0.179824561,0.403508772,0.208063938,,Clayton Oliver,40,Christian Petracca,40,Oliver Wines,37,Darcy Parish,34,Jack Steele,31,Jarryd Lyons,29,Marcus Bontempelli,29,Rory Laird,28,Touk Miller,26,Travis Boak,25,Cameron Guthrie,24,Jackson Macrae,23,Sam Walsh,22,Dayne Zorko,21,David Mundy,21,Callum Mills,20,Ben Keays,19,Luke Parker,19,Thomas Liberatore,18,Tom Mitchell,18
LR(PCA),N,BT,0.3,3,In,4,0.964805306,,0.144736842,0.122807018,0.377192982,0.197094663,,Clayton Oliver,44,Rory Laird,34,Darcy Parish,34,Christian Petracca,33,Jarryd Lyons,32,Travis Boak,31,Jackson Macrae,31,Oliver Wines,30,Jack Steele,30,Touk Miller,26,Cameron Guthrie,25,Sam Walsh,24,David Mundy,23,Tom Mitchell,22,Joel Selwood,22,Callum Mills,20,Luke Parker,20,Dayne Zorko,19,Marcus Bontempelli,19,Jacob Hopper,19
LR(PCA),N,BT,0.2,3,In,5,0.966623877,,0.100877193,0.149122807,0.390350877,0.207172215,,Clayton Oliver,40,Christian Petracca,40,Oliver Wines,37,Darcy Parish,34,Jack Steele,31,Jarryd Lyons,29,Marcus Bontempelli,29,Rory Laird,28,Touk Miller,26,Travis Boak,25,Cameron Guthrie,24,Jackson Macrae,23,Sam Walsh,22,Dayne Zorko,21,David Mundy,21,Callum Mills,20,Ben Keays,19,Luke Parker,19,Thomas Liberatore,18,Tom Mitchell,18
LR(PCA),N,BT,0.3,3,In,5,0.964377407,,0.105263158,0.140350877,0.372807018,0.196836914,,Clayton Oliver,44,Rory Laird,34,Darcy Parish,34,Christian Petracca,33,Jarryd Lyons,32,Travis Boak,31,Jackson Macrae,31,Oliver Wines,30,Jack Steele,30,Touk Miller,26,Cameron Guthrie,25,Sam Walsh,24,Tom Mitchell,22,David Mundy,22,Joel Selwood,22,Callum Mills,20,Luke Parker,20,Dayne Zorko,19,Marcus Bontempelli,19,Jacob Hopper,19
LR(PCA),N,BT,0.2,3,Out,1,0.966876132,,0.113537118,0.152838428,0.419213974,0.208817221,,Clayton Oliver,41,Christian Petracca,39,Oliver Wines,37,Darcy Parish,34,Jack Steele,31,Marcus Bontempelli,29,Rory Laird,28,Touk Miller,27,Jarryd Lyons,26,Travis Boak,25,Cameron Guthrie,24,Jackson Macrae,23,Sam Walsh,22,Callum Mills,21,Dayne Zorko,21,David Mundy,21,Ben Keays,19,Luke Parker,19,Thomas Liberatore,18,Tom Mitchell,18
LR(PCA),N,BT,0.3,3,Out,1,0.963680903,,0.109170306,0.15720524,0.397379913,0.198719048,,Clayton Oliver,44,Rory Laird,34,Darcy Parish,34,Travis Boak,32,Christian Petracca,32,Jackson Macrae,32,Jarryd Lyons,31,Oliver Wines,30,Jack Steele,30,Touk Miller,27,Cameron Guthrie,25,Sam Walsh,24,Tom Mitchell,23,David Mundy,22,Joel Selwood,21,Luke Parker,21,Callum Mills,20,Dayne Zorko,19,Marcus Bontempelli,19,Jacob Hopper,19
